VendorAddress,VendorID,VendorINN,VendorNm 
"г. Екатеринбург, ул. Таганская, д.79-49",122240,6686036168,"ООО ""РусБиоМед"""
"350061, г. Краснодар, ул. им. Дмитрия Благоева, д.2",122253,2312209812,"ООО ""Фармцентр"""
"454085, Челябинск, Танкистов, дом № 134",122264,7451192379,"ЗАО ""Медсервис-регион"""
"454038, Москва, Промышленная, дом № 11",122271,7724737994,"ООО ""МедтексМ"""
"141221, Московская обл, Пушкинский р-н, с Тарасовка, ул Тарасовская Б., владение 1, стр. 1",122307,7724053916,"ЗАО Фирма ЦВ ""ПРОТЕК"""
"420132, РЕСПУБЛИКА ТАТАРСТАН, ГОРОД КАЗАНЬ, ПРОСПЕКТ ФАТЫХА АМИРХАНА, д. 50",122308,1657147234,"ООО ""СИА Интернейшнл-Казань"""
"г. Симферополь, ул. Пушкина, 34",122315,31592148,"Крымское республиканское учреждение ""Специализированная аптека"""
"186615, Республика Карелия, Кемь, ул. Энергетиков, 16",122324,1002000488,"ГБУЗ РК ""Кемская центральная районная больница"""
"СПб, ул. Чапаева, д.3, офис 308",122326,7813176490,"ООО ""Нева-Медика"""
г.Москва ул.Полбина вл 35 Г кор.1-20А оф.37,122327,3662175449,ООО Фармгарант
"194362, Санкт-Петербург, п. Парголово, Выборгское шоссе, дом 224, литер Б",122328,7802842205,"ООО ""РЕГИОН ФАРМА"""
"117556, г. Москва, Симферопольский б-р, д.7А",122340,7729646980,"ООО ""С.П. ИНКОМЕД"""
"14203, Московская обл., Подольск г, Мира ул, дом №12/5",122346,7704795765,"ООО ""НОВАФАРМ"""
"675000, Амурская область, г. Благовещенск,ул. Кантемирова, 11/1, помещеие 1",122351,2801127820,"ООО &laquo,Стратегия успеха&raquo,"
"452414,РФ,РБ, Иглинский р-н, с. Карамалы, ул. Фермеров, 5",122356,0224013045,"ООО ""БИСКОМ"""
"355045, Ставропольский край, г.Ставрополь, ул. Пирогова, дом № 92, офис 2",122363,2635829845,"ООО ""ФАРМТРАСТ"""
"620089 г.Екатеринбург,ул.Родонитовая,18",122402,7106517433,Саликс ООО
"620060, Россия, Свердловская обл,г.Екатеринбург,ул.Реактивная д.81, пом.2",122413,6685015736,"ООО""Фармацевт"""
"РИ,г.Назрань,Насыр-Кортский МО,ул.Бейгова,1",122429,0608022008,"ООО ""Альтаир"""
"369116, КЧР, Прикубанский р-н, с.Таллык, ул.Южная,35",122431,0917023249,"ООО ""Сейитби"""
"115201, г. Москва, шоссе Каширское, д. 22, кор. 4, стр. 7",122454,7724922443,"ООО ""Альбатрос"""
"109117,г.Москва,Волгоградский проспект,д.113,корп.5",122467,7721810653,"ООО "" Миран"""
"620049, Свердловская обл, г. Екатеринбург, ул. Софьи Ковалевской дом № 3",122473,6670407949,"ООО ""АС Фармальянс"""
"620017, Свердловская область, Екатеринбург г., ул.проспект Космонавтов 2км., д.д.17-оф.48",122474,6678028357,"ООО ""Фарм-Профит"""
"309290, обл. Белгородская, г. Шебекино, ул. С. Перовской, д.90",122490,3120099445,"ООО ""Эдвансд Фармасьютикалс"""
"Краснодарский край, г. Усть-Лабинск, ул. Ленина, 87-З",122493,2356038480,"ООО ""Здоровье"""
"109202, г. Москва ул. 2-я Фрезерная, 14, 3",122520,7721797240,"ООО ""ЛекМед"""
"690034, Приморский край, г. Владивосток, ул.Громова 12",122519,2536071984,"ООО ""Гигиея"""
"115230, г. Москва, Варшавское шоссе, д.46а, стр.4",122524,7705992131,"ООО ""Плексфарм"""
"141400, Московская область, г.Химки, Вашутинское шоссе, владение 22",122529,5408130693,"ЗАО ""Научно-производственная компания ""Катрен"""
"125438, г.Москва, ул.Барклая, д.6, строение 5",122530,7713655588,"ООО ""Торговый Дом ""ЗДОРОВЬЕ НАЦИИ"""
"392029, г. Тамбов, ул. Бастионная, д. 23 а",122531,6829073354,"ООО НПО ""Тамбовфарма"""
"307170 Курская область, г. Железногорск, улица Ленина, д. 30",122553,4633009992,"МУП &laquo,Витафарм&raquo, Муниципального образования &laquo,г. Железногорск&raquo, Курской области"
"143980 МО, г. Железнодорожный, ул. Заводская, 31",122563,5012014871,"ПХФК ОАО ""Медхимпром"""
"169570, РК, г.Вуктыл, ул.60 лет Октября, д.19, пом 1-Н",122572,1102068948,"ООО ""Аптека Плюс"""
"185005, г.Петрозаводск, ул. Куйбышева, д.8",122573,1001040600,"ГБУЗ ""Госпиталь для ветеранов войн"""
"Йошкар-Ола, ул. Петрова, д.22",122581,1215179913,"ООО ""Компания Вита"""
198035 г СПб. ул. Невельская д.3 кор. 1 литер А,122587,7805027569,"ООО ""СИА Интернейшнл-Санкт-Петербург"""
"г.Великий Новгород, ул. Большая Санкт-Петербургская, д. 64",122593,5321173124,"ООО ""СИА Интернейшнл- Великий Новгород"""
"119071 г.Москва, ул. Малая Калужская д. 15, стр 16",122599,7725711269,"ООО ""Компания Интермедсервис Фарма"""
"г.Кемерово ул.Мичурина,112 М",122610,4205300820,"ООО ""СИА Интернейшнл-Кемерово"""
"392022, г.Тамбов, ул.Остравитянова, 9в",122620,6829106602,"ООО ""СИА Интернейшнл-Тамбов"""
"344114, г.Ростов-на-Дону, ул.Беляева 28/60,оф.1",122618,6161070578,"ООО ""Нанофарм"""
"344037, г. Ростов-на-Дону, ул. Буйнакская 2",122623,6167072412,"ООО ""Медпартнер"""
"167023, Республика Коми, г. Сыктывкар, ул. Коммунистическая, д.62, кв.29",122629,1101073582,"ООО ""Анком"""
"167011, Республика Коми, г.Сыктывкар, ул. Красных партизан, д. 70, 7",122630,1101145043,"Общество с ограниченной ответственностью ""МедСнаб"""
"344011, г. Ростов-на-Дону, ул. Черепахина, 39",122632,6164210350,"ООО ""СупраМед-Юг"""
"344090 г.Ростов-на-Дону, ул.Доватора, 146 Н",122633,6164202751,"ООО ""Висма Люкс"""
"344029, г. Ростов-на-Дону, ул. Плужная, д.18",122634,7731547200,"ООО ""ЭЙ энд ДИ РУС"""
"344011, г. Ростов-на-Дону, ул. Черепахина, 243/97",122635,6165124993,"ООО ""Южная дистрибуторская компания"""
"344041 г. Ростов-на-Дону, ул.Ленточная, 1",122636,2632070221,"ООО ""Опт-Сервис КМВ"""
"344064 г.Ростов-на-Дону, ул.Иловайская, 31",122637,616300295849,ИП Стрелец Н.А.
"Ставропольский край, г.Ставрополь, ул.Индустриальная,д.46, корп. А",122643,2635830199,"ООО ""Социальные Инициативы"""
"414015, г. Астрахань, ул. Керченская /пер.Образцовый/ул. 2-я Керченская, дом 36/2/37, литер К",122672,3023004656,"ООО &laquo,Оптово-розничная фармацевтическая компания&raquo,"
"141983 Московская обл, г Дубна ул. Центральная д.7",122711,5010032667,"ООО ""Дубна-Биофарм"""
"662608, Красноярский край, г. Минусинск, ул.Гоголя, д.48",122716,1901119814,"ООО ""ЛЕК 19"""
"660030, г. Красноярск, б-р Ботанический, д.23, корп. 1",122713,2463241617,"ООО ""СибМедФарм"""
"306200, Курская обл., п. Пристень, ул. Октябрьская, д.15А",122720,4632033463,"ОАО ""Курская фармация"", Аптека №32"
"г. Ростов-на-Дону, ул. Павленко, 15",122733,5262036363,Фармкомплект
"344091, ОБЛАСТЬ РОСТОВСКАЯ, ГОРОД РОСТОВ-НА-ДОНУ, ПРОСПЕКТ СТАЧКИ, 249",122747,6162025426,"ООО ""Градиент-юг"""
г. Ростов-на-Дону,122748,6167070133,"ООО ""Детское питание ЮГ"""
"Ростовская область, г. Шахты, Путиловский переулок, 5",122749,6125019287,"ООО ""Миск-C"""
"429950, г. Новочебоксарск, ул.Силикатная, 16-52",122768,212400319380,ИП Булатов Марат Кешафович
"400039, г Волгоград, ул. Героев Шипки, 8.",122774,3459060169,"ООО ""СИА Интернейшнл-Волгоград"""
"Ростов-на Дону, Советская ул., д. №18",122779,6167121765,"ООО ""СЕЛЕНИТ-МЕД"""
"г.Ростов -на-Дону, ул.Рыльского 2/4",122780,6167106100,"ООО ""Импульс Медикал"""
"344113, г. Ростов-на-Дону, пр. Космонавтов, 28",122791,6162029935,"ООО ""ВГИК"", аптека №11"
"г. ХАБАРОВСК, ул. ВОРОНЕЖСКАЯ, д. 129, оф. 29",122801,2721133307,"ООО ""Восточный меридиан"""
"г. Екатеринбург, ул. Щорса, 7, литер А2, комн 310",122803,6672324007,"ООО ""Научно-производственное предприятие ""Русэкомед"""
"г. Ростов-на-Дон, Юго-Восточная промзона, д.13/1",122816,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"690105, край Приморский, Владивосток, улица Русская, 94а",122822,2543023205,"ООО ""Эфта"""
"690105, г Владивосток, ул Русская, д 94а",122823,2543023195,"ООО ""Радника"""
"690087, Приморский край, г. Владивосток, ул. Котельникова, 8, стр. А",122824,2538121060,"ООО ""Дентал-Экспресс Плюс"""
"г. Новосибирск, ул. Мусы Джалиля, д. 31/1",122826,5408280152,"ООО ""Биомедика"""
"г. Симферополь, ул. Бархатовой, 92",122833,9102164406,"ООО ""БАДМ-КРЫМ"""
"Москва, Строительный пр-д,дом № 7А, корпус 7",122843,7733831753,"ООО ""ЭМУНА-ФАРМ"""
"г. Тамбов,ул. Делегатская, д.18",122856,7728658430,"ООО ""Группа компаний ""Надежда-Фарм"""
"628400 ХМАО-Югра, г. Сургут, ул. И. Каролинского, 14/2-280",122864,8602203115,"ООО ""АЛЬФА-РИТМ"""
"355008 г.Ставрополь, ул Вокзальная д.24, кв. 128",122866,263602344311,ИП Карайкозов Александр Викторович
"Карелия, Петрозаводск, 3-й Лучевой проезд, д. 5",122878,1001276405,"ООО ""ФармЭкспресс"""
"Иркутская область, г. Зима, ул. Клименко, 37",122906,3806001090,"Зиминское городское муниципальное унитарное предприятие ""Центральная городская аптека № 15"""
"650004, Кемеровская обл., Кемерово, Сибирская ул., 35А",122910,4205264700,"ООО ""Свтофарм"""
"Респ. Дагестан, село Хебда",122918,0528012406,"ООО ""Фармаполис"""
"400075, г. Волгоград, ул. Краснополянская, 74 А",122920,6161054287,"ООО ""АСТИ плюс"""
"Ростов-на-Дону, Фрунзе, д.3, оф. 25",122931,6165185795,"ООО ""СКМК"""
"г. Новочеркасск, пер. Г.Петровой, дом 5, оф. 1",122930,6150072990,"ООО ""МедСервис"""
"183035, г. Мурманск, ул. Инженерная, д. 22",122943,5190020964,"ООО ""СИА Интернейшнл-Мурманск"""
"355029, г. Ставрополь, ул. Социалистическая, N20/1, кв.7",122957,263500323873,ИП Борцова Людмила Дмитриевна
"Свердловская область, г. Кировград, ул. Кировоградская, д.39, №4-19",122958,6621014818,"ООО ""Аптека ""Вербена-Фарма"""
"117042,  г. Москва, ул. Адмирала Лазарева, д. 58",122961,7727811660,"ООО ""Рус-Мед"""
"109388, г. Москва, ул. Шоссейная д.42 стр.2",122966,7723895236,"ООО ""Медиана"""
"127083, г. Москва, ул. Верхняя Масловка, д.28 корп.2",122984,7714922684,"ООО ""Элегия"""
"620026, г. Екатеринбург, ул. Белинского, дом №83, оф. 1605",123032,6453125136,"ООО ""Аптечный склад-В"""
"620000, Свердловская обл, Сысертский р-н, г Арамиль, Гарнизон, дом № 25",123038,6652017008,"ООО ""Уральская  Ватная  Компания"""
"п. Коренево, ул. Комсомольская, д. 41",123050,4632033463,"ОАО ""Курская фармация"", филиал-аптека №68"
"Республика Крым, г. Феодосия, ул. Степаняна 27",123054,9108106961,"ООО ""ФНТК АТЭК"""
"346130, Ростовская область, г. Миллерово, ул. Советская,1",123057,6149006551,"ООО ""Медитэк"""
"Республика Саха Якутия, г. Якутск, мкр. Марха, ул. Заимка, дом №4",123069,7724053916,"ЗАО фирма ""Центр внедрения ""ПРОТЕК"""
"г. Барнаул, ул. Ленина, 124 офис 407",123075,5404356555,"ООО ""Медэкспорт-Северная звезда"""
"г. Москва, пос. Рязановское, д. Старосырово, Симферополькое ш., д.21, стр.2",123079,7751527121,"ГБУ МО ""Мособлмедсервис"""
"667007, г. Кызыл, ул. Оюна Курседи,71",123080,1701028662,"ГБУЗ Республики Тыва ""Центр сертификации и контроля качества лекарственных средств"""
"г. Москва, Старосадский пер., дом7/10, стр9",123091,7709771052,"ООО ""АМС-Мед"""
"127572, г. Москва, Вадковский переулок, д. 12, эт. 1, пом. 1,к. 1,оф. 37",123118,7707781200,"ООО ""Алкеми Фарма"""
"143960, Московская область, г. Реутов, ул. Фабричная, дом 7",123133,7743837360,"ЗАО ""Медицинские решения и технологии"""
"г. Волгоград, ул. 8-ой Воздушной армии, дом №28А",123136,3444198950,"ООО ""Стомадент"""
"Республика Калмыкия, г. Элиста, ул. Клыкова, 79А",123143,080900778429,ИП Гаряева Ольга Николаевна
"г. Кострома, ул. Льняная, д. 3Г",123146,4401155023,"ООО ""Фармэкс"""
"414057, Астраханская обл, г. Астрахань, ул. М.Луконина, дом №4, корпус А",123165,3017027630,"ООО ""Научно-практические объединение ""МЕДЛАД"""
"392518, г. Тамбов, ул. Магистральная, 10",123168,6820020502,"ООО ""Надежда-Фарм"""
"Кировская обл., г. Киров, ул. Карла Либкнехта, д. 66, кв. 73",123174,4345303211,"ООО ""МедЛайн"""
"Костромская обл., г. Кострома, ул. Кузнецкая, д.15, кв.26",123176,440119589125,ИП Скворцов Дмитрий Игоревич
"Курская обл., п. Солнцево ул. Ленина д. 66",123192,4632033463,"ОАО ""Курская фармация"" филиал-аптека № 66"
"Московская область, г. Балашиха, ул. Советская, 2/9",123196,5001038278,"ООО ""Брин Фарм"""
"г. Ставрополь, пр-д Ольховый, д. 3",123211,2636029270,"ООО ""ИнтерМед"""
"Саратовская обл., г. Балаково, ул Бр. Захаровых 14""А""",123224,6439003129,"МУП Балаковского муниципального района ""Официна"""
"410015, г. Саратов, ул. Фабричная, 1А",123222,6451415930,"ООО ""Мелодия здоровья"""
"г. Москва, Каширское шоссе, д. 4, крп. 1",123234,7724631388,"ООО ""Гамма"""
"3444012, г. Ростов-на-Дону, ул. Юфимцева, 17/18",123236,6168020738,"ООО ""Полимед"""
"г. Сургут, ул. Университетская, д.7",123262,8602190988,"ООО ""ТК Фарма"""
"Московская область, г. Подольск, Вокзальная пл., дом №10, 3 этаж",123263,5036107571,"ООО ""СпектрГарант"""
"г. Курск, пер .Школьный, д. 33",123277,463203352500,ИП Айвазян Г.И.
"610042, г. Киров, ул. Березниковская, 24",123282,4345406048,"ООО ""СИА Интернейшнл-Киров"""
"680009, Хабаровский край, Хабаровск, Карла Маркса ул., дом 99Б",123295,2724154915,"ООО ""Медико-биологическое сообщество Дальневосточное"""
"г.Ульяновск, переулок Буинский, дом 1, кв.141",123298,732817838440,ИП Вронский С.Н.
"614025, Пермский край, г. Пермь, ул. Косьвинская, 11",123306,5904245204,"ООО ""Артель"""
"295006, Республика Крым, г. Симферополь, ул. Речная, д.12",123313,9102024737,"Государственное унитарное предприятие Республики Крым ""Крым-Фармация"""
"г. Москва, Профсоюзная 93А, оф.110",123326,7722766774,"ООО ""Межрегионснабсбыт"""
"656049, Алтайский край, г.Барнаул, ул. Чкалова, дом 210",123332,2221068547,"ООО ""Медицинская компания ""Восточный Альянс"""
"623700 Свердловская область, г.Березовский, ул. Западная промзона, д.2",123352,6678053160,"ООО ""СИА Интернейшнл-Екатеринбург"""
"460044, Оренбургская область, г. Оренбург, ул. Березка, д. 26",123363,5609098376,"ООО ""Долина-Трейд"""
"г. Краснодар, ул.Гражданская, д.4",123365,2310168649,"ООО ""Аптеки Кубани"""
"г. Калининград, улица 9 апреля, 22",123384,3906106330,"ООО ""Демеса"""
"г.Москва, ул.Фридриха Энгельса, д.75",123392,7701923112,"ООО ""Кайджен РУС"""
"г. Красноярск, ул. Телевизорная, 8а",123393,2461210557,"ООО ""Яр-фарм"""
"192289, г.Санкт-Петербург, проспект 9 Января, д.3, к.1, лит.А",123399,7810316238,"ООО ""Компания Полиприбор"""
"Санкт-Петербург, Октябрьская набережная, №44",123413,7811584769,"ООО ""Вытоки-люкс"""
"г. Севастополь, проспект Октябрьской Революции, дом №33",123427,9201016014,"ГУП Севастополя ""Севастопольская аптечная сеть"""
"Ставрополь, ул.Октябрьская.д184",123438,2636809070,"ООО ""Ставмед"""
"410003, г. Саратов, ул.им.Горького А.М. д.91",123443,6452036807,"ООО ""Фарм-Инвест"""
"г. Нытва, ул.Либкнехта, 120",123467,5916026736,"ООО ""МФС-Пермь"""
"г. Москва, Ленинский пр. , д. 38, оф.1508",123482,7701768918,"ООО ""ПИК"""
"г. Краснодар, Тургенева, д.135, кв.95",123484,231103273743,ИП Алексеева Лариса Юрьевна
"194362, Санкт-Петербург, пос. Парголово, Выборгское шоссе, д.224, л.А",123496,7806005744,"НАО ""МФК"" Северо-Запад"""
"680011, г. Хабаровск, ул. Металлистов, д. 4",123510,2722023674,"ООО ""Надежда-Фарм"""
"г. Иркутск, ул. Шахтерская, 13/5",123512,3810327948,"ООО Торговый дом ""Байкалмед"""
"400078, г. Волгоград, ул. Варшавская д.2",123520,3459002819,"ООО  ""ФармИнвест"""
"665806 Иркутская область г.Ангарск ул.Октябрьская,4",123530,3801042576,"ООО ""ФАРМГАРАНТ"""
"117593 г. Москва, Соловьиный проезд, 2, офис 1",123540,7728872779,"ООО ""Мега фарма"""
"680003, Российская Федерация, Хабаровский край, г. Хабаровск, ул. Фурманова, д. 9, офис (квартира) 21",123544,2723071046,"ООО ""Медиас"""
"650000, Кемеровская область,г. Кемерово, ул. Ноградск, ул. Ноградская, 2",123546,4207024189,"ГБУЗ КО ""Кемеровский Областной Медицинский Центр Мобилизационных Резервов ""РЕЗЕРВ"""
"г. Ставрополь, ул. Ленина д. 484, корп. ""а""",123563,0917015015,"ООО ""Эма"""
"г. Чита , ул. Коханского, 7",123566,7536012226,ГУЗ Краевая клиническая больница
"г. Ижевск, ул. Шумайлова, д.20А",123577,1831112570,"ООО ""Аптека для всей семьи"""
"426063, Удмуртская республика, г. Ижевск, ул. Вл. Краева, 39/71",123573,1833027665,"ООО ""Фемина"""
"г. Владикавказ, ул. Серобабова, 32, кв. 15",123599,150301640721,ИП Адаева Альбина Таймуразовна
"г. Смоленск, ул. Бабушкина, 7",123601,6732100050,"ЗАО ""СИА Интернейшнл-Смоленск"""
"355008 г.Ставрополь ул. Нижняя,43",123606,263600492201,ИП Русина Т.Ю.
"454018, Москва, Ленинградское шоссе, дом № 16А, строение 3",123609,7714103413,"ООО ""Берингер Ингельхайм"""
"167000 Республика Коми г.Сыктывкар,ул.Интернациональная,113",123633,1101073286,"ООО""Медицинский центр ""Радовит"""
"672000,Забайкальский край, г.Чита, ул.Чайковского,27, пом.5",123634,7536148280,"ООО ""ДА-ФАРМА"""
"г.Сургут, ул.Профсоюзов 12/3",123638,8602000235,"КУ ХМАО-Югры ""Сургутский клинический психоневрологический диспансер"""
"г. Новосибирск, ул. Калинина, д. 57",123641,5402560192,"ЗАО ""Экофарм"""
"664020, г. Иркутск, ул. Новаторов, 3А",123644,3810021533,"ООО ""Пульс Иркутск"""
Новосибирск ул Станционная 60 а,123645,5404001922,"ООО ""СИА Интернейшнл-Новосибирск"""
"123557, Москва, ул. Климашкина, дом № 22, строение 1",123659,7706273958,"ООО ""Технопарк-центр"""
"355044 Ставропольский кр. г. Ставрополь , пр-кт Кулакова 11",123666,2635807672,Радости Детства ООО
"г. Новосибирск, ул. Станционная, 80",123668,5404501160,"ООО ""ЦИТО"""
г.Москва ул.Рябиновая 69 ст.5,123670,7729718787,"ООО ""Биомед"""
"Г. Барнаул,  проезд Южный, д. 13",123674,2222831088,"ООО ""СИА-ИНТЕРНЕЙШНЛ-БАРНАУЛ"""
"г. Владивосток, ул. Пологая, д.62",123703,2536262756,"ООО ""Поли-Трейд"""
"427006, УР, Завьяловский район, с. Октябрьский, 8-51",123709,1841034916,"ООО &laquo,Виктория Фарм&raquo,"
"367000 г. Махачкала, ул. Буйнакского, 4",123720,056207573829,ИП Шарипов Ш.З.
"г.Волгоград ул.Таращенцев, д.7,офис 1",123715,3459012278,"ООО ""ЭкоФарм"""
"г.Москва, ул. Рощинская 2-я, д.4",123731,7725814835,"ООО ""ТД ТрейдМедикал"""
"г.Калуга, ул.Баррикад, д.157, кв.29",123757,402900836681,Бысова Елена Евгеньевна
"г.Пенза, ул.Пархоменко, д.6",123761,5834063984,"ООО Медицинское Предприятие ""ПАРУС"""
"392024 г. Тамбов, ул. Мичуринская, д.169В",123762,6832004329,"МУП ""Аптека №182"""
"Республика Дагестан, г. Махачкала, ул. Г. Далгата, 15",123775,0562075773,"ООО ""Регионфарма"""
"г Пермь, шоссе Космонавтов, д 111, корп 10",123778,5905999116,"ООО"" Камафарм"""
"680038, г. Хабаровск, ул. Джамбула, 4",123784,2700001349,"ХКГУП ""Фармация"", Аптека № 161"
"КЧР, г. Черкесск, Парковая 7",123785,0917013258,"ООО ""Забота"""
"169311, РК, Ухта, ул. Оплеснина, д.5",123789,1102020061,"ООО""Аркон"""
"141002 Московская обл, Мытищинский р-он, Мытищи г, Колпакова ул, д.2, корп. 15",123790,5029173936,"ООО ""Востовента"""
"199155  г.Санкт-Петербург, ул.Железноводская, д.17, корп.5, лит. Д",123792,7811075923,"ООО ""РИА ""Панда"""
"192076 г. Санкт-Петербург, Прибрежная ул., дом  4, корп. лит А, пом.2Н",123793,7714317800,"ООО ""Гематек"""
"141400  Московская обл., г. Химки, Вашутинское шоссе, дом № 4",123794,5047140027,"ООО ""Эдельвейс"""
"350018, Россия, г.Краснодар, ул.Магистральная, 3",123798,2311049281,"ООО ""Здравсервис Юг"""
"г. Новочебоксарск, ул. Воинов Интернационалистов, 25а",123820,2124036324,"ОАО ""Аптека № 97 г.Новочебоксарска"""
"394016  г.Воронеж ул. 45 Стрелковой дивизии, д.224, оф.210",123835,3662212115,"ООО ""МедСнаб"""
"г. Пермь, ул. Маршрутная, 10",123851,5904009380,"ООО ""СИА ИНТЕРНЕЙШНЛ-ПЕРМЬ"""
"г.Волгоград,ул. Электролесовская дом55 кв.2-13",123852,3460016485,"ООО ""Ярфарма Юг"""
"111141, Москва г, Перова Поля 3-й проезд, дом № 4А",123860,7720667150,"ООО ""Авиценна"""
"105066, г. Москва, ул. Доброслободская, д. 8, стр. 4",123862,7701071789,"ООО ""Фармацевтическая компания ""БАЛТИМОР"""
"107370, Москва г, Тюменская ул, дом № 5, корпус 15",123864,7718984970,"ООО ""ФАРМ-ПРОЕКТ"""
"430011, РМ, г.Саранск, ул.Загородная, д.18",123875,1300002949,"ГУП РМ ""Фармация"" Аптека №89"
"430010, РМ, г. Саранск,ул. Республиканская, д.3",123876,1300002949,"ГУП РМ ""Фармация"" Аптека№135"
"430000, РФ, РМ, Саранск, Ботевградская ул., 29, корп.1 офис (квартира) 33",123887,130700226414,ИП Семелева Ольга Ивановна
"127055, РФ, г.Москва, Новослободская ул., 14/19, стр.1",123888,7707807842,"ООО ""Диагностика"""
"603093, РФ, Нижегородская обл., Нижний Новгород, Яблоневая, 21",123889,5260227436,"ООО ""МедСтом"""
"603053, РФ, Нижегородская обл., Нижний Новгород, пр-т Бусыгина, 1 офис(квартира), 14",123890,5256120384,"ООО ""Медицина плюс"""
"142400, РФ, Московская обл., Ногинск, Декабристов ул., д.3, стр.1",123891,5031094880,"ООО ""Профилактика"""
"603167, РФ, Нижегородская обл., Нижний Новгород,  маршала Казакова ул., 9 офис(квартира) 274",123892,5259105659,"ООО ""Медисет"""
"603107, РФ, Нижегородская обл., Нижний Новгород, маршала Голованова, ул.2",123893,5261096000,"ООО ""СИА ИНТЕРНЕЙШНЛ-НИЖНИЙ НОВГОРОД"""
"420091, РФ, Республика Татарстан, Казань г., Рахимова ул., д.8, стр.19 офис(квартира) 1-21",123894,1658053099,"ООО ""Виктория плюс"""
"430033, РФ, РМ, Саранск г., Пролетарская ул., 38 офис (квартира) 22",123895,1326215290,"ООО ""ТоргМедСнаб"""
"198328, РФ, г.Санкт-Петербург, Ленинский проспект, 55/2 офис (квартира) 373",123896,780725439042,ИП Лапа Людмила Михайловна
"107076, РФ, г.Москва, Богородский Вал, д.3, стр.32 а",123897,7710280179,"ООО ""Торговый дом ""Винар-М"""
"183034 Г. Мурманск, ул. Домостроительная, д. 2",123898,5190035368,"ООО ""Нордфарм М"""
"115035, РФ, г.Москва, Садовническая ул., д.72, стр.1 офис (квартира) 6",123899,7705546440,"ООО ""Мультитест"""
"603098, РФ, Нижегородская обл., Нижний Новгород г., Артельная ул., 35 офис (квартира) помещение 24",123900,5262302583,"ООО ""Лаб плюс"""
"430030, РФ, РМ, Саранск, пр. 60 лет Октября, 6/1 офис (квартира) 2",123902,1327153335,"ООО ""Медлинг"""
"430030, РФ, РМ, Саранск, Пионерская ул., 6 офис (квартира) 159",123903,132609708846,ИП Кургузкина Евгения Васильевна
Ростов-на-Дону,123915,616508041508,ИП Ремейко А.М.
"г. Барнаул, ул. Советская, 22 кв.26",123949,2224158816,"ООО ""СибМедика"""
"г. Ростов-на-Дону, ул. Планетная, д. 8/8",123939,6161072550,"ООО ""Импера-Мед"""
"410028, Саратовская область, г. Саратов, ул. Соборная, д. 14",123965,6451003654,"ООО ""ЗВЕРОБОЙ"""
"191123, Санкт- Петербург,ул. Шпалерная,34,пом.20-Н лит.Б",123970,7816108650,"Акционерное общество ""Торговый дом ""Фармация"""
"241004, г. Брянск, пр. Московский, д. 106-А",123989,7722867236,"ООО ""Фармацевтическая Торговая Компания ""ВРЕМЯ"""
"г. Москва, Волгоградский проспект д.42, корп.5",123994,7729399114,"ООО ""РАДА-ФАРМА"""
"115573, Москва г, Мусы Джалиля, дом № 8, корпус 4, кв. 605",123996,772400119343,ИП Кириллина С.И.
"г.Москва, ул.Юровская д.92, 1 эт, помещение 4, комн.1",124002,7733816177,"ООО ""Фармэксперт"""
"Якутск, ул. Белинского, 32",124003,1435170472,"ООО  Аптека ""Аргысмедстрах"""
"УР, г. Ижевск, ул. Пушкинская, д.216",124005,1831169946,"ГУП УР ""Аптеки Удмуртии"""
"119331, г. Москва, Вернадского пр-кт, дом 29, офис 1, комната 1",124017,7736674114,"ООО ""Фармимпульс"""
"107140, г. Москва, Комсомольская площадь, д.3/9",124020,7708755146,"ООО ""Авис Рус"""
"141304, Московская обл., г. Сергиев Посад, Московское шоссе, д.21",124021,5042135369,"ООО ""Радуга"""
"394049, г. Воронеж, ул. Карпинского, 39Г",124029,3662199513,"ООО ""Гармония"""
"Челябинская область, г. Магнитогорск,ул. Труда,39",124033,7445022308,"ЗАО ""Микма"""
"620086, г. Екатеринбург, ул  П. Тольятти, дом № 8",124035,6658459612,"ГБУЗ СО ""Областная стация переливания крови"""
"393570, Тамбовская обл., Рабочий поселок Мучкапский, ул. Базарная, 4",124050,6810008143,"ООО ""Фармторгопт"""
"153012 Ивановская область, г. Иваново, Шереметевский пр-кт, дом №87",124054,3702538444,"ООО ""Дэлфи"""
"603104, г. Нижний Новгород, ул. Нартова, д. 6, помещ. 3",124056,5262303072,"ООО ""Ярфарма Волга"""
"690091 Приморский край, г. Владивосток, ул. Алеутская, д.11, офис. 1027",124057,2540203506,"ООО ""Йотта-Фарм"""
"г. Калининград, пгт Прибрежный, ул.Заводская, 13 Е",124096,3917515253,"ГКУ ""Калининградская областная фармацевтическая компания"""
"295029, Республика Крым, г. Симферополь, ул. им. В.С. Бархатовой,  дом 92",124097,9102068445,"ООО ""Пантеон"""
"430033, г. Саранск, пр. 70 лет Октября, 73а-8",124101,132804477399,ИП Цховребадзе Л.В.
"Пермский край, Добрянксий район, п. Полазна ул. Парковая,14",124109,5914015721,"ООО ""Кама-Сервис"""
"124365, Москва, г. Зеленоград, ул. Заводская, 1б, строение 1, 208",124115,7735590214,"ООО ""ФАРМТОРГИМПУЛЬС"""
"195279, г.Санкт-Петербург, Индустриальный проспект, д.71, корп.2,лит.А",124128,7814459396,"ООО ""Гротекс"""
